query,ming reasoner,ming nodes explored,ming min depth,success,time
1,ming,10,6,True,0.5482928210000004
2,ming,11,3,True,0.07934020599999947
3,ming,25,6,True,0.2186949509999998
4,ming,13,8,True,0.03786039299999899
5,ming,4,3,True,0.17191029700000016
6,ming,22,6,True,0.027750468000000694
7,ming,4,3,True,0.0829456749999995
8,ming,4,3,True,0.008427455999999722
9,ming,12,5,True,0.32576300500000066
10,ming,2,1,True,0.06757469999999977
11,ming,2,1,True,8.476100000009978e-05
12,ming,4,3,True,0.21188160200000006
13,ming,8,6,True,0.026231891000000118
14,ming,4,3,True,0.08509811200000073
15,ming,2,1,True,0.00011368100000019865
16,ming,8,5,True,0.014393980999999556
17,ming,46,8,True,0.7101305849999999
18,ming,9,8,True,0.10730502200000025
19,ming,3,2,True,0.001315156000000428
20,ming,91,3,True,0.013370143999999584
21,ming,4,3,True,0.02434090499999897
22,ming,4,3,True,0.019551933000000687
23,ming,17,13,True,0.08958907199999899
24,ming,5,3,True,0.0027494229999991404
25,ming,3,2,True,0.002821793999999045
26,ming,37989,0,False,9.833454318
27,ming,19316,0,False,2.7360456309999996
28,ming,35,3,True,0.011746012999999778
29,ming,32,9,True,0.12958021800000097
30,ming,6,5,True,0.08444874099999922
31,ming,4,3,True,0.00432660799999951
32,ming,2986,9,True,6.367184784999999
33,ming,4,3,True,0.3791290580000002
34,ming,2,1,True,0.13462068199999777
35,ming,4,3,True,0.049807720000000444
36,ming,215,14,True,0.4468846759999998
37,ming,375,7,True,1.6839656660000024
38,ming,4,3,True,0.03575937999999468
39,ming,5,3,True,0.00988472000000229
40,ming,12,5,True,0.17894329299999612
41,ming,12,4,True,0.06736222400000003
42,ming,218,9,True,1.5597083349999963
43,ming,4,3,True,0.024573039999999935
44,ming,4,3,True,0.0085220779999986
45,ming,100,9,True,0.30458232099999805
46,ming,1058,10,True,1.569732315000003
47,ming,4,3,True,0.02056174700000213
48,ming,9,6,True,0.8299890930000018
49,ming,56,8,True,0.21959469200000115
50,ming,6,3,True,0.008636274999993532
51,ming,41,6,True,0.04214351099999902
52,ming,287,15,True,1.3951618390000036
53,ming,218,9,True,0.3790947249999945
54,ming,4,3,True,0.17226289300000275
55,ming,8,7,True,1.0145435279999973
56,ming,4701,11,True,3.721318993000004
57,ming,2,1,True,0.0010559440000008635
58,ming,48,5,True,0.035110819999999876
59,ming,127716,14,True,11.192950453000002
60,ming,4,3,True,0.008227678000004346
61,ming,4,3,True,0.03750164499999897
62,ming,4,3,True,0.176981461000004
63,ming,7,3,True,0.008020008999999106
64,ming,11116,15,True,8.31890026
65,ming,4,3,True,0.009863954000003616
66,ming,5,3,True,0.005968182000003708
67,ming,4,3,True,0.00021431100000057768
68,ming,7,6,True,0.015270504000000074
69,ming,5,3,True,0.0021120920000043952
70,ming,226,7,True,0.1510660539999975
71,ming,4,3,True,0.0044931090000019935
72,ming,16,9,True,0.03279871500000553
73,ming,12,8,True,0.7722050890000034
74,ming,81,8,True,0.08230579900001089
75,ming,29,6,True,0.044855662999992774
76,ming,2,1,True,0.00014039300000945332
77,ming,37,6,True,0.6007630569999947
78,ming,4,3,True,0.20307340499999782
79,ming,12,6,True,0.14564206300001104
80,ming,13,9,True,1.1101064519999966
81,ming,5,3,True,0.0036205380000069454
82,ming,4,3,True,0.0057592880000072455
83,ming,1508,14,True,1.1729918070000025
84,ming,30804,0,False,4.442530875000003
85,ming,10,6,True,0.6039390429999969
86,ming,8,3,True,0.011273316000000477
87,ming,8,3,True,0.011952088999990451
88,ming,4,3,True,0.035344379999997955
89,ming,4,3,True,0.35591868300001295
90,ming,99,7,True,0.7743550090000042
91,ming,52,15,True,0.952429574000007
92,ming,4,3,True,0.03928770699999973
93,ming,4,3,True,0.0002078570000065838
94,ming,12,5,True,0.013890322999998261
95,ming,609,9,True,0.608800150999997
96,ming,9,8,True,0.059385441000003425
97,ming,18195,0,False,31.485217062999993
98,ming,4,3,True,0.014122606000000815
99,ming,4,3,True,0.30129843899999287
100,ming,86876,15,True,17.636264448999995
